point	x	y	zone	nugget	sill	a	hanis	bearing
PP041	8864.967	9812.567	1	0	1	1282.002	1.5	0
PP042	9261.435	9467.256	1	0	1	1383.764	1.5	0
PP043	8353.396	9480.045	1	0	1	860.903	1.5	0
PP044	9146.332	8840.581	1	0	1	1143.607	1.5	0
PP045	7681.959	5489.79	4	0	1	1318.086	2	90
PP046	7234.334	4140.52	1	0	1	701.116	1.5	0
PP047	8206.319	4984.613	4	0	1	1179.973	2	90
PP048	8462.105	5470.606	4	0	1	1552.473	2	90
PP049	7963.323	5585.709	1	0	1	653.638	1.5	0
PP050	7726.721	5125.295	4	0	1	1142.563	2	90
PP051	7061.679	5208.425	4	0	1	1142.29	2	90
PP052	7061.679	4824.747	4	0	1	1136.453	2	90
PP053	6588.475	1710.557	1	0	1	840.045	1.5	0
PP054	7074.468	1697.768	1	0	1	851.882	1.5	0
PP055	6850.656	1972.737	1	0	1	838.687	1.5	0
PP056	6844.261	1429.193	1	0	1	814.181	1.5	0
PP057	2457.537	2893.565	1	0	1	858.094	1.5	0
PP058	2802.848	2778.462	1	0	1	861.085	1.5	0
PP059	2917.952	3417.926	1	0	1	775.536	1.5	0
PP060	2035.491	2241.312	1	0	1	811.265	1.5	0
PP061	2559.852	2484.308	1	0	1	773.142	1.5	0
PP062	3154.553	2260.496	1	0	1	848.779	1.5	0
PP063	3458.299	1883.212	1	0	1	859.878	1.5	0
PP064	4238.445	1653.005	1	0	1	871.585	1.5	0
PP065	4251.234	1256.537	1	0	1	887.373	1.5	0
PP066	4558.177	1358.852	1	0	1	932.358	1.5	0
PP067	3381.563	1435.587	1	0	1	869.795	1.5	0
PP068	2217.738	1525.112	1	0	1	854.118	1.5	0
PP069	1552.696	1665.794	1	0	1	789.873	1.5	0
PP070	913.232	1218.17	1	0	1	859.974	1.5	0
PP071	1539.907	1103.066	1	0	1	852.798	1.5	0
PP072	1028.335	1729.741	1	0	1	747.827	1.5	0
PP073	2831.624	1013.541	1	0	1	786.974	1.5	0
PP074	2869.992	489.18	1	0	1	795.693	1.5	0
PP075	2946.727	1896.001	1	0	1	803.181	1.5	0
PP076	2946.727	1678.584	1	0	1	798.539	1.5	0
PP077	388.871	335.709	1	0	1	1241.819	1.5	0
PP078	1284.121	284.552	1	0	1	1109.566	1.5	0
PP079	2383.999	335.709	1	0	1	921.18	1.5	0
PP080	4097.763	386.866	1	0	1	955.142	1.5	0
PP081	5172.062	310.131	1	0	1	1006.458	1.5	0
PP082	6911.405	514.759	1	0	1	912.885	1.5	0
PP083	8215.911	3763.237	1	0	1	941.479	1.5	0
PP084	7960.126	2535.466	1	0	1	861.312	1.5	0
PP085	7550.869	1384.43	1	0	1	976.282	1.5	0
PP086	5683.634	2126.209	1	0	1	832.016	1.5	0
PP087	5939.419	3302.822	1	0	1	823.968	1.5	0
PP088	7218.347	3021.458	1	0	1	821.547	1.5	0
PP089	9290.211	8392.956	1	0	1	1103.435	1.5	0
PP090	9290.211	7600.021	1	0	1	901.202	1.5	0
PP091	9060.004	6500.143	1	0	1	1035.478	1.5	0
PP092	8753.061	5809.522	1	0	1	814.151	1.5	0
PP093	286.557	9723.042	1	0	1	1573.66	1.5	0
PP094	2639.785	9671.885	1	0	1	1418.949	1.5	0
PP095	4276.813	9646.306	1	0	1	1427.277	1.5	0
PP096	7064.876	9825.356	1	0	1	1053.119	1.5	0
PP097	7781.076	8827.792	1	0	1	938.694	1.5	0
PP098	7064.876	8444.114	1	0	1	855.171	1.5	0
PP099	7013.719	5962.993	1	0	1	814.606	1.5	0
PP100	7320.662	5758.364	1	0	1	807.655	1.5	0
PP101	6502.148	7088.45	1	0	1	808.081	1.5	0
PP102	2946.727	4249.229	1	0	1	658.277	1.5	0
PP103	3560.613	3047.037	1	0	1	814.063	1.5	0
PP104	3381.563	3507.451	1	0	1	702.256	1.5	0
PP105	1463.171	2381.994	1	0	1	851.753	1.5	0
PP106	4021.027	2356.416	1	0	1	785.517	1.5	0
PP107	4660.491	4198.072	1	0	1	739.806	1.5	0
PP108	5530.162	4479.436	4	0	1	987.86	2	90
PP109	6655.619	4786.379	4	0	1	1029.044	2	90
PP110	1284.121	5937.414	1	0	1	795.978	1.5	0
PP111	2281.685	5681.629	4	0	1	2024.443	2	90
PP112	3151.356	5400.265	4	0	1	1199.074	2	90
PP113	3995.449	5349.107	4	0	1	675.7	2	90
PP114	4941.855	5272.372	4	0	1	794.27	2	90
PP115	6016.155	5246.793	4	0	1	1004.642	2	90
PP116	5146.484	4505.015	4	0	1	1019.65	2	90
PP117	5376.691	4888.693	4	0	1	876.014	2	90
PP118	5913.841	4505.015	4	0	1	973.917	2	90
PP119	6118.469	4888.693	4	0	1	900.046	2	90
PP120	6425.412	4991.008	4	0	1	923.909	2	90
PP121	2869.992	4607.329	4	0	1	1675.238	2	90
PP122	1667.799	4351.543	4	0	1	2628.088	2	90
PP123	977.178	4249.229	4	0	1	3378.937	2	90
PP124	798.128	6116.464	4	0	1	3693.418	2	90
PP125	5542.952	5899.047	4	0	1	1261.577	2	90
PP126	5542.952	5361.897	4	0	1	953.399	2	90
PP127	5696.423	3891.129	4	0	1	1496.303	2	90
PP128	6297.519	4351.543	4	0	1	1148.137	2	90
PP129	4174.498	5029.375	4	0	1	810.285	2	90
PP130	4404.706	5630.472	4	0	1	716.663	2	90
PP131	5184.852	5477	4	0	1	855.943	2	90
PP132	5056.959	4927.061	4	0	1	823.682	2	90
PP133	4698.859	4466.647	4	0	1	1161.38	2	90
PP134	3688.506	4543.383	4	0	1	1324.513	2	90
PP135	7819.444	4786.379	4	0	1	1176.77	2	90
PP136	8510.065	4671.276	4	0	1	1472.179	2	90
PP137	8650.747	5170.057	4	0	1	1553.776	2	90
PP138	8676.326	4274.808	4	0	1	1933.466	2	90
PP139	6514.937	5349.107	4	0	1	1130.115	2	90
PP140	3790.82	5643.261	4	0	1	806.798	2	90
PP141	4136.131	6135.648	4	0	1	981.206	2	90
PP142	4948.25	6359.461	4	0	1	1329.144	2	90
PP143	337.714	8974.869	1	0	1	1255.459	1.5	0
PP144	286.557	8002.883	1	0	1	1230.212	1.5	0
PP145	286.557	6903.005	1	0	1	1127.855	1.5	0
PP146	260.978	6058.913	1	0	1	1151.074	1.5	0
PP147	235.4	4575.356	1	0	1	1157.201	1.5	0
PP148	286.557	5317.134	1	0	1	1104.047	1.5	0
PP149	286.557	3603.371	1	0	1	963.022	1.5	0
PP150	286.557	2068.657	1	0	1	983.032	1.5	0
PP151	286.557	1198.986	1	0	1	1084.924	1.5	0
PP152	1130.65	5214.82	1	0	1	785.209	1.5	0
PP153	1770.114	5163.663	1	0	1	739.059	1.5	0
PP154	2665.363	4984.613	1	0	1	801.768	1.5	0
PP155	3893.134	4805.563	1	0	1	830.871	1.5	0
PP156	1258.542	7465.733	1	0	1	1050.739	1.5	0
PP157	1718.956	6596.062	1	0	1	959.626	1.5	0
PP158	3023.463	8054.04	1	0	1	974.955	1.5	0
PP159	2511.892	7235.526	1	0	1	937.973	1.5	0
PP160	3944.291	8744.662	1	0	1	1084.694	1.5	0
PP161	5274.377	7414.576	1	0	1	900.424	1.5	0
PP162	6220.784	6621.641	1	0	1	804.167	1.5	0
PP163	4097.763	7593.626	1	0	1	925.377	1.5	0
PP164	4558.177	6749.534	1	0	1	888.631	1.5	0
PP165	6144.048	5956.598	1	0	1	803.757	1.5	0
PP166	2869.992	5841.495	1	0	1	708.281	1.5	0
PP167	3279.249	5854.284	1	0	1	634.632	1.5	0
PP168	3573.402	5854.284	1	0	1	629.009	1.5	0
PP169	3893.134	5854.284	1	0	1	701.754	1.5	0
PP170	4302.391	5879.863	4	0	1	795.841	2	90
PP171	3381.563	5624.077	1	0	1	684.901	1.5	0
PP172	3547.824	5457.816	4	0	1	947.52	2	90
PP173	4187.288	5662.445	4	0	1	698.297	2	90
PP174	4583.755	5419.448	4	0	1	712.066	2	90
PP175	4583.755	5048.559	4	0	1	819.018	2	90
PP176	4174.498	5202.031	4	0	1	697.489	2	90
PP177	3176.935	5048.559	1	0	1	770.676	1.5	0
PP178	3739.663	5099.716	4	0	1	874.727	2	90
PP179	2933.938	6110.07	1	0	1	657.348	1.5	0
PP180	3240.881	6135.648	1	0	1	607.342	1.5	0
PP181	3611.77	6148.437	1	0	1	615.23	1.5	0
PP182	3969.87	6148.437	1	0	1	711.552	1.5	0
PP183	4647.702	5649.656	1	0	1	849.151	1.5	0
PP184	4558.177	5918.23	1	0	1	791.068	1.5	0
PP185	4404.706	6199.595	1	0	1	768.486	1.5	0
PP186	4404.706	6378.645	1	0	1	805.711	1.5	0
PP187	4123.341	6404.223	4	0	1	1265.964	2	90
PP188	3854.766	6455.38	1	0	1	714.781	1.5	0
PP189	3535.034	6404.223	1	0	1	639.293	1.5	0
PP190	3304.827	6429.802	1	0	1	628.626	1.5	0
PP191	2946.727	6442.591	1	0	1	679.74	1.5	0
PP192	3087.41	6634.43	1	0	1	694.098	1.5	0
PP193	3394.352	7069.266	1	0	1	910.039	1.5	0
PP194	3483.877	6711.166	1	0	1	726.641	1.5	0
PP195	3905.924	6851.848	1	0	1	854.316	1.5	0
PP196	4327.97	6749.534	1	0	1	834.864	1.5	0
PP197	4941.855	5943.809	1	0	1	1020.181	1.5	0
PP198	2690.942	6225.173	1	0	1	688.856	1.5	0
PP199	2396.788	5982.177	1	0	1	797.416	1.5	0
PP200	2652.574	5675.234	1	0	1	805.447	1.5	0
PP201	2626.995	5432.238	4	0	1	1626.227	2	90
PP202	4993.012	5675.234	4	0	1	882.993	2	90
PP203	6412.623	2618.596	1	0	1	962.184	1.5	0
PP204	5875.473	1109.461	1	0	1	842.996	1.5	0
PP205	6821.88	3437.11	1	0	1	909.289	1.5	0
PP206	4724.438	8373.772	1	0	1	1142.201	1.5	0
PP207	1757.324	2925.539	1	0	1	838.979	1.5	0
PP208	1092.282	2746.489	1	0	1	706.717	1.5	0
PP209	1936.374	3309.217	1	0	1	763.062	1.5	0
PP210	715.229	9766.393	1	0	1	1290.782	1.5	0
PP211	698.621	9317.987	1	0	1	1044.603	1.5	0
PP212	1612.041	9633.532	1	0	1	1158.287	1.5	0
PP213	1147.027	9583.709	1	0	1	1064.965	1.5	0
PP214	1147.027	9068.872	1	0	1	997.91	1.5	0
PP215	947.736	8670.289	1	0	1	1052.404	1.5	0
PP216	432.899	8437.782	1	0	1	1208.191	1.5	0
PP217	1296.496	8022.591	1	0	1	1071.088	1.5	0
PP218	765.052	7839.907	1	0	1	1072.628	1.5	0
PP219	366.468	7125.778	1	0	1	1049.38	1.5	0
PP220	200.392	7590.792	1	0	1	1204.989	1.5	0
PP221	715.229	7325.07	1	0	1	966.776	1.5	0
PP222	814.875	6777.018	1	0	1	981.594	1.5	0
PP223	1163.635	6561.118	1	0	1	943.697	1.5	0
PP224	1445.965	7125.778	1	0	1	1023.311	1.5	0
PP225	549.152	6561.118	1	0	1	1005.874	1.5	0
PP226	1844.548	7291.854	1	0	1	999.541	1.5	0
PP227	2093.663	8055.806	1	0	1	927.628	1.5	0
PP228	2375.993	7922.945	1	0	1	898.32	1.5	0
PP229	2542.069	8819.757	1	0	1	1100.042	1.5	0
PP230	3123.337	8587.25	1	0	1	1104.718	1.5	0
PP231	3272.805	9019.049	1	0	1	1172.819	1.5	0
PP232	2425.816	9317.987	1	0	1	1175.356	1.5	0
PP233	1927.586	9650.139	1	0	1	1232.723	1.5	0
PP234	3472.097	9600.316	1	0	1	1475.877	1.5	0
PP235	3920.503	9151.91	1	0	1	1176.436	1.5	0
PP236	4833.924	9401.025	1	0	1	1196.268	1.5	0
PP237	5083.038	9666.747	1	0	1	1278.013	1.5	0
PP238	5564.66	9301.379	1	0	1	983.804	1.5	0
PP239	4601.417	9052.264	1	0	1	1129.249	1.5	0
PP240	5249.115	8686.896	1	0	1	1092.979	1.5	0
PP241	5780.559	8221.882	1	0	1	951.679	1.5	0
PP242	5215.899	7756.868	1	0	1	1026.044	1.5	0
PP243	4352.302	7939.552	1	0	1	945.204	1.5	0
PP244	4153.01	8437.782	1	0	1	1003.978	1.5	0
PP245	3671.389	7856.514	1	0	1	936.42	1.5	0
PP246	2890.83	7258.639	1	0	1	927.99	1.5	0
PP247	3372.451	7740.261	1	0	1	981.238	1.5	0
PP248	3937.111	7341.677	1	0	1	947.678	1.5	0
PP249	4618.024	7158.993	1	0	1	893.908	1.5	0
PP250	5132.861	7524.361	1	0	1	964.751	1.5	0
PP251	4667.847	7308.462	1	0	1	885.076	1.5	0
PP252	5531.445	6610.941	1	0	1	906.253	1.5	0
PP253	5548.052	6710.587	1	0	1	864.699	1.5	0
PP254	5730.736	7408.108	1	0	1	933.81	1.5	0
PP255	6096.104	7142.386	1	0	1	857.455	1.5	0
PP256	5880.205	6943.094	1	0	1	823.119	1.5	0
PP257	5166.076	6959.702	1	0	1	898.254	1.5	0
PP258	5747.344	6527.903	1	0	1	841.774	1.5	0
PP259	6046.281	6129.32	1	0	1	822.605	1.5	0
PP260	6029.674	5747.344	1	0	1	842.425	1.5	0
PP261	6511.295	5597.875	1	0	1	767.968	1.5	0
PP262	6660.764	5747.344	1	0	1	735.603	1.5	0
PP263	6909.879	5564.66	1	0	1	721.277	1.5	0
PP264	7042.74	5431.799	1	0	1	708.44	1.5	0
PP265	7707.045	5581.267	1	0	1	750.668	1.5	0
PP266	7989.375	5763.951	1	0	1	692.288	1.5	0
PP267	8321.528	5747.344	1	0	1	640.655	1.5	0
PP268	8670.289	5564.66	1	0	1	779.42	1.5	0
PP269	8936.011	5979.851	1	0	1	960.912	1.5	0
PP270	8470.997	6295.396	1	0	1	858.77	1.5	0
PP271	8703.504	6644.156	1	0	1	870.08	1.5	0
PP272	8869.58	7158.993	1	0	1	778.673	1.5	0
PP273	8720.112	7225.424	1	0	1	790.418	1.5	0
PP274	8454.389	6976.309	1	0	1	846.813	1.5	0
PP275	9234.948	7026.132	1	0	1	977.793	1.5	0
PP276	9168.518	7408.108	1	0	1	824.671	1.5	0
PP277	9002.441	7806.691	1	0	1	799.391	1.5	0
PP278	9168.518	7956.16	1	0	1	912.271	1.5	0
PP279	8537.427	8437.782	1	0	1	1005.381	1.5	0
PP280	8155.452	8936.011	1	0	1	911.073	1.5	0
PP281	8803.15	9234.948	1	0	1	979.259	1.5	0
PP282	8172.059	9301.379	1	0	1	784.278	1.5	0
PP283	7839.907	9284.771	1	0	1	748.255	1.5	0
PP284	7590.792	9567.101	1	0	1	806.892	1.5	0
PP285	7142.386	9052.264	1	0	1	872.995	1.5	0
PP286	6594.334	9533.886	1	0	1	947.555	1.5	0
PP287	5996.458	9600.316	1	0	1	1054.721	1.5	0
PP288	6743.802	9650.139	1	0	1	962.209	1.5	0
PP289	7208.816	9450.848	1	0	1	817.407	1.5	0
PP290	7491.146	9417.632	1	0	1	788.013	1.5	0
PP291	7906.337	9749.785	1	0	1	911.62	1.5	0
PP292	8188.667	9733.178	1	0	1	935.085	1.5	0
PP293	6328.611	9168.518	1	0	1	892.703	1.5	0
PP294	6046.281	8653.681	1	0	1	835.519	1.5	0
PP295	5747.344	8703.504	1	0	1	880.834	1.5	0
PP296	7175.601	8819.757	1	0	1	892.142	1.5	0
PP297	7507.754	8487.605	1	0	1	936.098	1.5	0
PP298	7258.639	7673.83	1	0	1	816.464	1.5	0
PP299	6810.233	8138.844	1	0	1	854.991	1.5	0
PP300	7109.17	8105.629	1	0	1	823.738	1.5	0
PP301	7474.538	7922.945	1	0	1	873.18	1.5	0
PP302	6411.649	7557.577	1	0	1	874.234	1.5	0
PP303	6727.195	7408.108	1	0	1	821.107	1.5	0
PP304	6876.663	7092.563	1	0	1	840.964	1.5	0
PP305	6428.257	6245.573	1	0	1	811.164	1.5	0
PP306	6826.84	6494.688	1	0	1	880.154	1.5	0
PP307	6627.549	6677.372	1	0	1	833.375	1.5	0
PP308	2757.969	6777.018	1	0	1	840.824	1.5	0
PP309	2292.955	6544.511	1	0	1	868.764	1.5	0
PP310	2010.625	6710.587	1	0	1	941.298	1.5	0
PP311	2259.739	6145.927	1	0	1	833.749	1.5	0
PP312	1612.041	6295.396	1	0	1	927.217	1.5	0
PP313	914.52	6029.674	1	0	1	841.5	1.5	0
PP314	200.392	5730.736	1	0	1	1184.518	1.5	0
PP315	831.482	5597.875	1	0	1	806.563	1.5	0
PP316	1429.357	5415.191	1	0	1	757.877	1.5	0
PP317	1827.941	5381.976	1	0	1	821.461	1.5	0
PP318	2326.17	5298.938	1	0	1	849.298	1.5	0
PP319	2176.701	5000	1	0	1	806.22	1.5	0
PP320	2708.146	4767.493	1	0	1	758.989	1.5	0
PP321	3040.298	4966.785	1	0	1	785.837	1.5	0
PP322	3389.059	4833.924	1	0	1	792.149	1.5	0
PP323	3804.25	4800.708	1	0	1	825.756	1.5	0
PP324	4302.479	4717.67	1	0	1	796.229	1.5	0
PP325	4717.67	4800.708	1	0	1	930.566	1.5	0
PP326	1994.017	4568.201	1	0	1	755.278	1.5	0
PP327	1379.534	4983.392	1	0	1	785.167	1.5	0
PP328	1578.826	4750.885	1	0	1	809.865	1.5	0
PP329	1578.826	4651.24	1	0	1	848.093	1.5	0
PP330	947.736	5066.431	1	0	1	848.643	1.5	0
PP331	598.975	5000	1	0	1	960.424	1.5	0
PP332	748.444	4534.986	1	0	1	958.446	1.5	0
PP333	549.152	4202.833	1	0	1	933.734	1.5	0
PP334	399.684	4020.149	1	0	1	949.122	1.5	0
PP335	1014.166	4003.542	1	0	1	939.675	1.5	0
PP336	1578.826	3920.503	1	0	1	800.866	1.5	0
PP337	2027.232	4169.618	1	0	1	632.373	1.5	0
PP338	2060.448	3870.68	1	0	1	653.765	1.5	0
PP339	2459.031	4153.01	1	0	1	621.65	1.5	0
PP340	2741.361	4285.871	1	0	1	651.743	1.5	0
PP341	2824.399	3920.503	1	0	1	627.028	1.5	0
PP342	3289.413	4153.01	1	0	1	695.763	1.5	0
PP343	3339.236	3687.996	1	0	1	666.387	1.5	0
PP344	3040.298	3953.719	1	0	1	619.28	1.5	0
PP345	3007.083	3671.389	1	0	1	672.623	1.5	0
PP346	3306.021	3189.767	1	0	1	771.642	1.5	0
PP347	3073.514	2841.007	1	0	1	840.832	1.5	0
PP348	2326.17	3372.451	1	0	1	834.317	1.5	0
PP349	1794.725	3040.298	1	0	1	824.271	1.5	0
PP350	1479.18	3422.274	1	0	1	769.624	1.5	0
PP351	682.013	3339.236	1	0	1	797.448	1.5	0
PP352	1047.382	3139.944	1	0	1	744.31	1.5	0
PP353	1063.989	2890.83	1	0	1	710.955	1.5	0
PP354	266.822	3173.16	1	0	1	960.494	1.5	0
PP355	349.861	2841.007	1	0	1	914.757	1.5	0
PP356	980.951	2608.5	1	0	1	690.757	1.5	0
PP357	632.191	2475.639	1	0	1	735.525	1.5	0
PP358	615.583	2193.309	1	0	1	725.663	1.5	0
PP359	848.09	1944.194	1	0	1	699.054	1.5	0
PP360	383.076	1728.295	1	0	1	921.918	1.5	0
PP361	798.267	1313.104	1	0	1	883.856	1.5	0
PP362	665.406	615.583	1	0	1	934.71	1.5	0
PP363	-15.507	831.482	1	0	1	1396.535	1.5	0
PP364	881.305	682.013	1	0	1	891.66	1.5	0
PP365	715.229	167.177	1	0	1	1239.166	1.5	0
PP366	1761.51	582.368	1	0	1	881.787	1.5	0
PP367	2176.701	366.468	1	0	1	954.635	1.5	0
PP368	2359.385	1047.382	1	0	1	830.506	1.5	0
PP369	1661.864	1512.395	1	0	1	819.224	1.5	0
PP370	2475.639	1994.017	1	0	1	750.196	1.5	0
PP371	2492.246	2209.916	1	0	1	755.969	1.5	0
PP372	2176.701	2542.069	1	0	1	820.013	1.5	0
PP373	3422.274	2425.816	1	0	1	866.391	1.5	0
PP374	3671.389	2525.462	1	0	1	833.589	1.5	0
PP375	4269.264	2940.653	1	0	1	740.696	1.5	0
PP376	4601.417	3704.604	1	0	1	700.845	1.5	0
PP377	5365.368	4119.795	1	0	1	875.852	1.5	0
PP378	4800.708	3887.288	1	0	1	746.404	1.5	0
PP379	5315.545	3571.743	1	0	1	821.63	1.5	0
PP380	4734.278	3173.16	1	0	1	748.436	1.5	0
PP381	5631.09	3106.729	1	0	1	861.685	1.5	0
PP382	4900.354	3422.274	1	0	1	750.266	1.5	0
PP383	5116.253	3472.097	1	0	1	795.544	1.5	0
PP384	5398.583	2874.222	1	0	1	829.5	1.5	0
PP385	4568.201	2442.423	1	0	1	732.741	1.5	0
PP386	5249.115	2641.715	1	0	1	765.209	1.5	0
PP387	4900.354	2724.753	1	0	1	730.74	1.5	0
PP388	4701.062	2077.055	1	0	1	823.928	1.5	0
PP389	4219.441	2027.232	1	0	1	844.476	1.5	0
PP390	3787.642	1445.965	1	0	1	861.5	1.5	0
PP391	3903.896	864.697	1	0	1	866.465	1.5	0
PP392	3920.503	1977.409	1	0	1	861.503	1.5	0
PP393	4153.01	2691.538	1	0	1	752.905	1.5	0
PP394	3737.819	3538.528	1	0	1	748.206	1.5	0
PP395	5000	2508.854	1	0	1	727.966	1.5	0
PP396	4385.517	3588.351	1	0	1	732.853	1.5	0
PP397	4402.125	3970.326	1	0	1	693.649	1.5	0
PP398	3721.212	980.951	1	0	1	856.442	1.5	0
PP399	3272.805	980.951	1	0	1	820.747	1.5	0
PP400	2841.007	1445.965	1	0	1	786.611	1.5	0
PP401	2591.892	1329.711	1	0	1	802.462	1.5	0
PP402	2243.132	1927.586	1	0	1	782.522	1.5	0
PP403	1794.725	1894.371	1	0	1	802.608	1.5	0
PP404	914.52	2126.878	1	0	1	657.975	1.5	0
PP405	1047.382	2176.701	1	0	1	665.127	1.5	0
PP406	1412.75	1994.017	1	0	1	756.609	1.5	0
PP407	3073.514	515.937	1	0	1	795.096	1.5	0
PP408	2093.663	665.406	1	0	1	836.065	1.5	0
PP409	2093.663	864.697	1	0	1	825.268	1.5	0
PP410	2874.222	715.229	1	0	1	773.008	1.5	0
PP411	3754.427	682.013	1	0	1	871.967	1.5	0
PP412	3721.212	-65.33	1	0	1	1212.621	1.5	0
PP413	3322.628	333.253	1	0	1	847.468	1.5	0
PP414	3222.982	183.784	1	0	1	959.793	1.5	0
PP415	4368.91	216.999	1	0	1	1085.224	1.5	0
PP416	4534.986	582.368	1	0	1	914.674	1.5	0
PP417	4734.278	914.52	1	0	1	921.491	1.5	0
PP418	4916.962	449.506	1	0	1	937.142	1.5	0
PP419	5697.521	283.43	1	0	1	1068.461	1.5	0
PP420	5448.406	748.444	1	0	1	807.92	1.5	0
PP421	5166.076	980.951	1	0	1	870.643	1.5	0
PP422	5481.622	798.267	1	0	1	809.354	1.5	0
PP423	5481.622	1346.319	1	0	1	821.533	1.5	0
PP424	4867.139	1628.649	1	0	1	890.997	1.5	0
PP425	5415.191	2010.625	1	0	1	766.421	1.5	0
PP426	5680.913	1595.434	1	0	1	807.324	1.5	0
PP427	5763.951	1628.649	1	0	1	802.529	1.5	0
PP428	5249.115	1811.333	1	0	1	784.72	1.5	0
PP429	4983.392	2110.271	1	0	1	769.773	1.5	0
PP430	5548.052	2459.031	1	0	1	844.051	1.5	0
PP431	6145.927	2874.222	1	0	1	933.618	1.5	0
PP432	6179.142	3322.628	1	0	1	844.781	1.5	0
PP433	6610.941	3953.719	1	0	1	699.158	1.5	0
PP434	6777.018	4368.91	1	0	1	650.218	1.5	0
PP435	6444.865	4219.441	1	0	1	693.014	1.5	0
PP436	6312.004	3787.642	1	0	1	729.727	1.5	0
PP437	6212.358	3687.996	1	0	1	731.441	1.5	0
PP438	7075.955	3870.68	1	0	1	764.073	1.5	0
PP439	7225.424	4319.087	1	0	1	683.955	1.5	0
PP440	7624.007	4119.795	1	0	1	787.104	1.5	0
PP441	8039.198	4036.757	1	0	1	912.593	1.5	0
PP442	8836.365	3937.111	1	0	1	1325.661	1.5	0
PP443	8554.035	3555.135	1	0	1	1183	1.5	0
PP444	8155.452	3206.375	1	0	1	915.079	1.5	0
PP445	7889.729	2741.361	1	0	1	828.031	1.5	0
PP446	8072.414	2558.677	1	0	1	929.134	1.5	0
PP447	7673.83	1811.333	1	0	1	999.449	1.5	0
PP448	7242.031	2425.816	1	0	1	866.764	1.5	0
PP449	7956.16	3189.767	1	0	1	837.075	1.5	0
PP450	7491.146	3604.958	1	0	1	849.106	1.5	0
PP451	7474.538	3339.236	1	0	1	811.714	1.5	0
PP452	7540.969	3156.552	1	0	1	807.033	1.5	0
PP453	7026.132	3123.337	1	0	1	875.906	1.5	0
PP454	6743.802	2591.892	1	0	1	886.943	1.5	0
PP455	7208.816	2459.031	1	0	1	870.94	1.5	0
PP456	6295.396	2309.562	1	0	1	883.88	1.5	0
PP457	6228.965	1695.08	1	0	1	837.34	1.5	0
PP458	6461.472	1279.888	1	0	1	867.673	1.5	0
PP459	5963.243	499.329	1	0	1	962.528	1.5	0
PP460	6361.827	449.506	1	0	1	985.398	1.5	0
PP461	6262.181	964.343	1	0	1	917.263	1.5	0
PP462	6627.549	831.482	1	0	1	855.318	1.5	0
PP463	7059.347	914.52	1	0	1	857.941	1.5	0
PP464	7225.424	1246.673	1	0	1	867.72	1.5	0
PP465	7358.285	682.013	1	0	1	900.328	1.5	0
PP466	7391.5	300.038	1	0	1	1111.516	1.5	0
PP467	7756.868	316.645	1	0	1	1374.358	1.5	0
PP468	7756.868	1014.166	1	0	1	1121.82	1.5	0
