real_name,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,par11,par12,par13,par14
24,-0.509145,-1.36245,-0.889327,-2.43505,-1.25154,1.14387,0.321753,-1.16728,-1.47072,0.435094,-0.444388,0.293331,-0.537162,1.02639
25,0.245203,1.15371,-0.443718,1.65205,1.18572,0.991724,-0.116804,-1.05654,0.569375,0.983652,0.0438381,-0.0308248,-2.094,-0.381541
26,-0.664694,1.79466,-0.859987,0.644332,-1.47648,1.54699,-0.270491,1.48158,0.849348,-2.46884,0.634575,-0.511405,0.447443,1.09788
27,-0.184359,0.263354,0.215953,0.434442,0.143041,0.0781823,-1.43742,-1.04568,-1.69228,-0.572434,-0.327963,-0.384664,-0.470067,-0.285996
28,0.0301082,-0.806257,0.573704,-1.32075,-0.482316,0.0160695,0.113506,-1.66484,0.444729,-0.577013,-0.577322,-0.784492,-1.48026,0.329295
29,-0.471555,0.146896,-0.490604,-1.04917,-2.39227,-1.23688,-0.674834,-1.78183,-0.67607,2.01204,0.721779,0.397521,-1.47144,0.351899
30,-1.87815,-0.159962,-1.01497,1.44632,0.294596,-0.522461,-1.23702,-0.968738,-0.110758,-1.2699,0.546467,-1.07976,0.379814,0.176941
31,0.456503,-1.55957,-0.679754,1.02307,-0.334775,0.306422,1.47903,-0.283571,0.786799,0.0182762,-1.80775,1.9585,2.04159,1.2508
32,-1.04405,-1.35575,-1.1972,-1.16166,1.14938,0.785129,0.533724,0.112818,0.607836,-2.23557,-1.02511,-2.16124,-0.619765,1.94183
33,-1.33661,1.27605,0.710982,0.719406,1.26944,-0.304743,0.507169,0.703405,-1.06942,-1.10036,-0.387322,1.40715,-2.51779,-0.635438
34,-0.496451,0.17594,-0.554175,-1.12476,0.888854,1.13442,0.873671,1.88263,0.0838799,1.20258,0.468865,-0.52961,0.26995,1.92649
35,0.573628,-0.208267,-0.294262,2.78655,-0.481017,-0.431448,0.5173,1.55809,-1.65147,2.18739,-0.554615,1.11527,0.712632,-2.23399
36,-0.039512,-0.579484,0.895011,-0.0518633,0.626062,-0.793395,-0.934252,-0.480299,1.50321,-0.425855,0.484091,-1.68127,-0.753922,0.565517
37,-0.459637,1.76907,1.13328,1.58385,0.397079,0.426361,1.12632,0.339027,1.40031,1.10015,0.461097,-0.830557,-0.234324,-1.56043
38,-0.936713,0.999784,0.659392,-0.0249572,-0.70152,-0.647308,0.040877,-0.930282,-0.662443,0.241941,-0.825554,0.648931,0.363114,-0.16087
39,0.83556,0.476063,1.78239,0.85771,1.34371,-1.91129,0.0793521,-1.46283,-0.133041,0.62202,0.610517,0.0417582,-0.711551,-0.249942
40,-0.603953,-0.730887,1.84553,-0.52661,0.0873835,-0.663385,-0.838692,1.22776,0.344342,-1.24814,-0.111455,1.1126,0.78045,-2.28478
41,-0.598526,-0.641662,-1.86141,1.11606,0.956397,-0.295713,-2.03494,1.60834,-1.19197,-0.251007,1.6408,1.26154,-1.34913,-0.502509
42,-0.148167,0.154181,-0.896607,0.0856044,1.29212,-0.400552,0.0392238,-0.74853,-0.310913,0.619155,-0.833655,2.13146,-1.51543,-0.333448
43,-0.542184,-0.601225,-0.668567,-0.0556745,2.55481,0.420582,0.798346,1.12231,0.625095,0.193465,0.390457,-0.0455077,-0.0588265,-0.234038
44,0.896226,0.310081,1.73133,0.155415,-1.22334,0.227908,-0.372929,-0.54519,-1.0376,1.00345,1.1402,-0.0954682,0.00751255,-0.423939
45,0.44941,0.0959426,0.15442,-0.322427,1.5919,0.908641,-0.116346,1.39086,-1.50873,1.36804,-0.0384846,-0.390324,-1.44508,0.906603
46,-0.00588895,-0.388499,-0.304632,0.26833,0.336837,0.340809,-1.18175,0.0904405,0.280338,-1.08802,1.37287,1.66365,-0.0514375,-1.42181
47,-0.254343,-1.30192,-0.345986,1.04217,-1.3172,0.703597,0.77136,-0.227677,-1.25779,1.49231,0.685572,-0.489517,0.39139,0.704285
48,2.47894,-0.241955,0.912647,-1.4558,0.178879,0.357661,-0.52764,1.29708,0.193409,-0.179277,0.832221,1.09445,0.709315,2.6521
49,0.875573,1.04477,0.344723,-0.68513,-0.558345,0.597923,-0.542426,0.999178,-1.55607,0.581527,0.310154,-0.143925,1.7197,0.479189
50,-0.609944,-1.15157,0.36809,-0.336855,1.78726,-0.945289,-0.229278,2.88002,-1.62529,-1.539,0.196474,0.0633276,0.820529,-1.40013
51,-1.97603,-0.208918,0.110231,0.172338,-1.47331,0.0422212,0.228732,-0.54773,-1.3673,-2.00671,-1.67419,-0.783978,-0.274335,-2.34578
52,-2.31397,1.38641,-0.17988,1.7961,1.74284,0.292342,1.64286,0.861239,-0.534937,1.40868,0.290144,0.274493,0.883316,0.0898848
53,-0.435735,-0.888471,1.22164,0.477188,-0.0336247,-0.241077,0.529735,0.18921,0.975789,-0.242477,0.73566,2.53112,-0.35024,-0.927005
54,1.31959,0.52928,-0.102622,-1.54899,-0.51421,1.45034,-0.126547,0.599607,0.533061,-0.236807,-1.40141,0.433928,-0.657079,0.479795
55,0.65886,0.980923,-0.674081,0.612164,-1.02822,0.0554977,0.396108,-0.708837,0.144342,0.354793,-2.29916,-1.6809,-0.460306,-1.12888
56,-2.38311,0.9407,-0.283091,1.36608,-2.74126,1.19991,0.455146,-1.15534,0.523868,0.101331,-1.74207,-0.7014,-0.726078,-1.21287
57,0.773699,-0.239878,0.356547,0.0682012,0.36918,0.274767,-1.09323,0.388957,-1.36021,-0.103577,-0.536491,-0.102276,1.94636,1.41439
58,-0.0732516,-0.479274,-2.03898,0.284169,0.0354187,-0.0342631,0.0270173,0.439775,0.181052,0.723102,0.272335,0.718051,-0.389083,-1.35455
59,-0.307522,-0.813299,-0.365884,-0.307566,0.631884,-1.08925,1.21616,-0.283999,-0.361585,0.76644,-0.861344,0.613245,-0.514381,1.45456
60,-0.0884291,0.407384,-0.801415,0.226146,-0.580281,0.357377,0.646117,-1.86616,0.234438,0.205667,-1.63505,0.208982,1.67562,-1.76911
61,0.692114,0.282378,0.788924,0.265014,-1.92491,-0.586088,1.00463,0.967545,-0.817665,0.0734123,0.609746,0.622842,0.0195666,0.12105
62,-0.203558,2.12727,1.05735,0.746799,-0.431028,-0.474528,-0.8079,0.341937,0.647133,-0.631994,-0.0897041,1.18744,-0.431736,-0.102074
63,-1.106,-1.57484,-0.453824,1.03142,0.131371,0.178621,-0.102109,-0.554851,0.254144,2.36131,1.79677,0.99927,-0.381325,-1.60307
64,0.949195,0.492941,-1.02355,-1.86583,-0.594449,-1.96415,0.466596,0.127141,-1.21288,2.68927,1.50003,0.4837,-1.89577,0.250558
65,0.27622,-0.413783,0.696802,-0.796244,1.18278,-0.643045,-0.47805,0.320348,1.36451,-0.31553,0.732468,-0.601684,0.152426,-0.288173
66,2.15631,-0.376789,-0.204802,-0.398437,0.398762,-0.505142,0.25332,-0.468466,-0.829874,-1.83192,1.08412,-1.18258,3.0402,0.0199727
67,-0.327635,-1.0451,-0.337795,-0.977068,-0.0318996,0.954265,0.220629,1.80881,0.711774,-0.644214,-1.29728,0.265969,-0.385539,1.32769
68,0.117305,-0.0647528,-0.260557,1.0355,1.08801,-0.228569,1.09803,-0.685107,-0.759304,0.423073,0.0184555,-0.560955,-0.434614,1.1843
69,0.726418,1.27002,0.00726176,0.744029,-0.179557,-1.0212,-0.920818,1.83095,1.75458,0.0570451,0.0833659,-0.516008,1.73594,1.35468
70,1.3268,2.32691,0.0775459,-0.284488,-0.735638,1.08845,-1.4747,-0.0396776,1.60389,-0.32238,3.42605,-1.32206,-0.0751151,1.75506
71,1.7742,-0.235561,0.233584,-0.356909,0.913218,-0.478814,-0.62396,-0.522576,0.785097,-1.6254,-0.402151,-2.0396,-0.588694,0.0341618
72,0.176037,-1.29475,-0.917479,0.136957,0.646465,0.179915,0.627568,-1.25025,-0.470508,0.27932,1.21722,1.15918,-0.384938,0.508683
73,0.636887,0.564186,-0.164604,-0.651749,-0.264159,0.220075,-1.42574,0.373943,1.0486,-1.12791,-0.254685,0.412582,1.20918,-0.544037
74,-0.375658,-2.08356,0.0184908,0.666521,-1.69596,-0.879762,1.25109,1.27964,-0.554629,-1.44998,-0.523253,1.10405,0.804143,1.88029
75,-0.884101,0.244064,-0.0950262,0.535746,-2.24046,0.181711,1.77024,-0.781924,-1.69991,1.25945,-0.722323,0.893829,0.512416,-1.80724
76,-0.478561,0.704989,-1.9872,0.782592,0.814086,0.559628,1.106,-0.360477,1.78075,-1.01897,2.43432,-1.52737,0.45819,-1.28191
77,0.438769,-0.42226,0.093154,-0.122618,-0.0734049,0.197617,0.881571,1.0803,1.65827,-0.512948,0.98477,1.78711,-0.617523,1.39968
78,0.0103232,0.504382,0.962366,-1.99083,-0.556746,1.43132,1.82923,1.79439,-1.7865,0.642709,0.671703,0.297564,0.0132555,-0.902179
base,0,0,0,0,0,0,0,0,0,0,0,0,0,0
