 pp154            4500.000       5500.000        1     1.0
 pp155            5000.000       5500.000        1     1.0
 pp156            5500.000       5500.000        1     1.0
 pp157            6000.000       5500.000        1     1.0
 pp158            6500.000       5500.000        1     1.0
 pp159            7000.000       5500.000        1     1.0
 pp160            7500.000       5500.000        1     1.0
 pp161               0.000       5000.000        1     1.0
 pp162             500.000       5000.000        1     1.0
 pp163            1000.000       5000.000        1     1.0
 pp164            1500.000       5000.000        1     1.0
 pp165            2000.000       5000.000        1     1.0
 pp166            2500.000       5000.000        1     1.0
 pp167            3000.000       5000.000        1     1.0
 pp168            3500.000       5000.000        1     1.0
 pp169            4000.000       5000.000        1     1.0
 pp170            4500.000       5000.000        1     1.0
 pp171            5000.000       5000.000        1     1.0
 pp172            5500.000       5000.000        1     1.0
 pp173            6000.000       5000.000        1     1.0
 pp174            6500.000       5000.000        1     1.0
 pp175            7000.000       5000.000        1     1.0
 pp176            7500.000       5000.000        1     1.0
 pp177               0.000       4500.000        1     1.0
 pp178             500.000       4500.000        1     1.0
 pp179            1000.000       4500.000        1     1.0
 pp180            1500.000       4500.000        1     1.0
 pp181            2000.000       4500.000        1     1.0
 pp182            2500.000       4500.000        1     1.0
 pp183            3000.000       4500.000        1     1.0
 pp184            3500.000       4500.000        1     1.0
 pp185            4000.000       4500.000        1     1.0
 pp186            4500.000       4500.000        1     1.0
 pp187            5000.000       4500.000        1     1.0
 pp188            5500.000       4500.000        1     1.0
 pp189            6000.000       4500.000        1     1.0
 pp190            6500.000       4500.000        1     1.0
 pp191            7000.000       4500.000        1     1.0
 pp192            7500.000       4500.000        1     1.0
 pp193               0.000       4000.000        1     1.0
 pp194             500.000       4000.000        1     1.0
 pp195            1000.000       4000.000        1     1.0
 pp196            1500.000       4000.000        1     1.0
 pp197            2000.000       4000.000        1     1.0
 pp198            2500.000       4000.000        1     1.0
 pp199            3000.000       4000.000        1     1.0
 pp200            3500.000       4000.000        1     1.0
 pp201            4000.000       4000.000        1     1.0
 pp202            4500.000       4000.000        1     1.0
 pp203            5000.000       4000.000        1     1.0
 pp204            5500.000       4000.000        1     1.0
 pp205            6000.000       4000.000        1     1.0
 pp206            6500.000       4000.000        1     1.0
 pp207            7000.000       4000.000        1     1.0
 pp208            7500.000       4000.000        1     1.0
 pp209               0.000       3500.000        1     1.0
 pp210             500.000       3500.000        1     1.0
 pp211            1000.000       3500.000        1     1.0
 pp212            1500.000       3500.000        1     1.0
 pp213            2000.000       3500.000        1     1.0
 pp214            2500.000       3500.000        1     1.0
 pp215            3000.000       3500.000        1     1.0
 pp216            3500.000       3500.000        1     1.0
 pp217            4000.000       3500.000        1     1.0
 pp218            4500.000       3500.000        1     1.0
 pp219            5000.000       3500.000        1     1.0
 pp220            5500.000       3500.000        1     1.0
 pp221            6000.000       3500.000        1     1.0
 pp222            6500.000       3500.000        1     1.0
 pp223            7000.000       3500.000        1     1.0
 pp224            7500.000       3500.000        1     1.0
 pp225               0.000       3000.000        1     1.0
 pp226             500.000       3000.000        1     1.0
 pp227            1000.000       3000.000        1     1.0
 pp228            1500.000       3000.000        1     1.0
 pp229            2000.000       3000.000        1     1.0
 pp230            2500.000       3000.000        1     1.0
 pp231            3000.000       3000.000        1     1.0
 pp232            3500.000       3000.000        1     1.0
 pp233            4000.000       3000.000        1     1.0
 pp234            4500.000       3000.000        1     1.0
 pp235            5000.000       3000.000        1     1.0
 pp236            5500.000       3000.000        1     1.0
 pp237            6000.000       3000.000        1     1.0
 pp238            6500.000       3000.000        1     1.0
 pp239            7000.000       3000.000        1     1.0
 pp240            7500.000       3000.000        1     1.0
 pp241               0.000       2500.000        1     1.0
 pp242             500.000       2500.000        1     1.0
 pp243            1000.000       2500.000        1     1.0
 pp244            1500.000       2500.000        1     1.0
 pp245            2000.000       2500.000        1     1.0
 pp246            2500.000       2500.000        1     1.0
 pp247            3000.000       2500.000        1     1.0
 pp248            3500.000       2500.000        1     1.0
 pp249            4000.000       2500.000        1     1.0
 pp250            4500.000       2500.000        1     1.0
 pp251            5000.000       2500.000        1     1.0
 pp252            5500.000       2500.000        1     1.0
 pp253            6000.000       2500.000        1     1.0
 pp254            6500.000       2500.000        1     1.0
 pp255            7000.000       2500.000        1     1.0
 pp256            7500.000       2500.000        1     1.0
 pp257               0.000       2000.000        1     1.0
 pp258             500.000       2000.000        1     1.0
 pp259            1000.000       2000.000        1     1.0
 pp260            1500.000       2000.000        1     1.0
 pp261            2000.000       2000.000        1     1.0
 pp262            2500.000       2000.000        1     1.0
 pp263            3000.000       2000.000        1     1.0
 pp264            3500.000       2000.000        1     1.0
 pp265            4000.000       2000.000        1     1.0
 pp266            4500.000       2000.000        1     1.0
 pp267            5000.000       2000.000        1     1.0
 pp268            5500.000       2000.000        1     1.0
 pp269            6000.000       2000.000        1     1.0
 pp270            6500.000       2000.000        1     1.0
 pp271            7000.000       2000.000        1     1.0
 pp272            7500.000       2000.000        1     1.0
 pp273               0.000       1500.000        1     1.0
 pp274             500.000       1500.000        1     1.0
 pp275            1000.000       1500.000        1     1.0
 pp276            1500.000       1500.000        1     1.0
 pp277            2000.000       1500.000        1     1.0
 pp278            2500.000       1500.000        1     1.0
 pp279            3000.000       1500.000        1     1.0
 pp280            3500.000       1500.000        1     1.0
 pp281            4000.000       1500.000        1     1.0
 pp282            4500.000       1500.000        1     1.0
 pp283            5000.000       1500.000        1     1.0
 pp284            5500.000       1500.000        1     1.0
 pp285            6000.000       1500.000        1     1.0
 pp286            6500.000       1500.000        1     1.0
 pp287            7000.000       1500.000        1     1.0
 pp288            7500.000       1500.000        1     1.0
 pp289               0.000       1000.000        1     1.0
 pp290             500.000       1000.000        1     1.0
 pp291            1000.000       1000.000        1     1.0
 pp292            1500.000       1000.000        1     1.0
 pp293            2000.000       1000.000        1     1.0
 pp294            2500.000       1000.000        1     1.0
 pp295            3000.000       1000.000        1     1.0
 pp296            3500.000       1000.000        1     1.0
 pp297            4000.000       1000.000        1     1.0
 pp298            4500.000       1000.000        1     1.0
 pp299            5000.000       1000.000        1     1.0
 pp300            5500.000       1000.000        1     1.0
 pp301            6000.000       1000.000        1     1.0
 pp302            6500.000       1000.000        1     1.0
 pp303            7000.000       1000.000        1     1.0
 pp304            7500.000       1000.000        1     1.0
 pp305               0.000        500.000        1     1.0
 pp306             500.000        500.000        1     1.0
 pp307            1000.000        500.000        1     1.0
 pp308            1500.000        500.000        1     1.0
 pp309            2000.000        500.000        1     1.0
 pp310            2500.000        500.000        1     1.0
 pp311            3000.000        500.000        1     1.0
 pp312            3500.000        500.000        1     1.0
 pp313            4000.000        500.000        1     1.0
 pp314            4500.000        500.000        1     1.0
 pp315            5000.000        500.000        1     1.0
 pp316            5500.000        500.000        1     1.0
 pp317            6000.000        500.000        1     1.0
 pp318            6500.000        500.000        1     1.0
 pp319            7000.000        500.000        1     1.0
 pp320            7500.000        500.000        1     1.0
 pp321               0.000          0.000        1     1.0
 pp322             500.000          0.000        1     1.0
 pp323            1000.000          0.000        1     1.0
 pp324            1500.000          0.000        1     1.0
 pp325            2000.000          0.000        1     1.0
 pp326            2500.000          0.000        1     1.0
 pp327            3000.000          0.000        1     1.0
 pp328            3500.000          0.000        1     1.0
 pp329            4000.000          0.000        1     1.0
 pp330            4500.000          0.000        1     1.0
 pp331            5000.000          0.000        1     1.0
 pp332            5500.000          0.000        1     1.0
 pp333            6000.000          0.000        1     1.0
 pp334            6500.000          0.000        1     1.0
 pp335            7000.000          0.000        1     1.0
 pp336            7500.000          0.000        1     1.0
